Iteration,Penalty
0,860
1000,335
2000,293
3000,293
4000,293
5000,293
6000,293
7000,272
8000,272
9000,272
10000,272
11000,272
12000,272
13000,272
14000,272
15000,272
16000,272
17000,272
18000,272
19000,272
20000,269
21000,267
22000,267
23000,267
24000,267
25000,267
26000,267
27000,267
28000,254
29000,254
30000,254
31000,251
32000,251
33000,251
34000,251
35000,251
36000,245
37000,245
38000,242
39000,232
40000,208
41000,208
42000,206
43000,206
44000,177
45000,175
46000,162
47000,150
48000,131
49000,126
50000,92
51000,82
52000,82
53000,75
54000,61
55000,54
56000,50
57000,43
58000,32
59000,28
60000,27
61000,21
62000,17
63000,15
64000,14
65000,10
66000,10
67000,9
68000,9
69000,9
70000,6
71000,6
72000,6
73000,6
74000,6
75000,6
76000,6
77000,6
78000,6
79000,6
80000,5
81000,5
82000,5
83000,5
84000,3
85000,3
86000,3
87000,3
88000,3
89000,3
90000,3
91000,3
92000,3
93000,3
94000,3
95000,2
96000,2
97000,2
98000,2
99000,2
100000,2
101000,2
102000,2
103000,2
104000,2
105000,2
106000,2
107000,2
108000,2
109000,2
110000,2
111000,2
112000,2
113000,2
114000,2
115000,2
116000,2
117000,2
118000,2
119000,2
120000,2
121000,2
122000,2
123000,2
124000,2
125000,2
126000,2
127000,2
128000,2
129000,2
130000,2
131000,2
132000,2
133000,2
134000,2
135000,2
136000,2
137000,2
138000,2
139000,2
140000,2
141000,2
142000,2
143000,2
144000,2
145000,2
146000,2
147000,2
148000,2
149000,2
150000,2
151000,2
152000,2
153000,2
154000,2
155000,2
156000,2
157000,2
158000,2
159000,2
160000,2
161000,2
162000,2
163000,2
164000,2
165000,1
166000,1
167000,1
168000,1
169000,1
170000,1
171000,1
172000,1
173000,1
174000,1
175000,1
176000,1
177000,1
178000,1
179000,1
180000,1
181000,1
182000,1
183000,1
184000,1
185000,1
186000,1
187000,1
188000,1
189000,1
190000,1
191000,1
192000,1
193000,1
194000,1
195000,1
196000,1
197000,1
198000,1
199000,1
200000,1
201000,1
202000,1
203000,1
204000,1
205000,1
206000,1
207000,1
208000,1
209000,1
210000,1
211000,1
212000,1
213000,1
214000,1
215000,1
216000,1
217000,1
218000,1
219000,1
220000,1
221000,1
222000,1
223000,1
224000,1
225000,1
226000,1
227000,1
228000,1
229000,1
230000,1
231000,1
232000,1
233000,1
234000,1
235000,1
236000,1
237000,1
238000,1
239000,1
240000,1
241000,1
242000,1
243000,1
244000,1
245000,1
246000,1
247000,1
248000,1
249000,1
250000,1
251000,1
252000,1
253000,1
254000,1
255000,1
256000,1
257000,1
258000,1
259000,1
260000,1
261000,1
262000,1
263000,1
264000,1
265000,1
266000,1
267000,1
268000,1
269000,1
270000,1
271000,1
272000,1
273000,1
274000,1
275000,1
276000,1
277000,1
278000,1
279000,1
280000,1
281000,1
282000,1
283000,1
284000,1
285000,1
286000,1
287000,1
288000,1
289000,1
290000,1
291000,1
292000,1
293000,1
294000,1
295000,1
296000,1
297000,1
298000,1
299000,1
300000,1
301000,1
302000,1
303000,1
304000,1
305000,1
306000,1
307000,1
308000,1
309000,1
310000,1
311000,1
312000,1
313000,1
314000,1
315000,1
316000,1
317000,1
318000,1
319000,1
320000,1
321000,1
322000,1
323000,1
324000,1
325000,1
326000,1
327000,1
328000,1
329000,1
330000,1
331000,1
332000,1
333000,1
334000,1
335000,1
336000,1
337000,1
338000,1
339000,1
340000,1
341000,1
342000,1
343000,1
344000,1
345000,1
346000,1
347000,1
348000,1
349000,1
350000,1
351000,1
352000,1
353000,1
354000,1
355000,1
356000,1
357000,1
358000,1
359000,1
360000,1
361000,1
362000,1
363000,1
364000,1
365000,1
366000,1
367000,1
368000,1
369000,1
370000,1
371000,1
372000,1
373000,1
374000,1
375000,1
376000,1
377000,1
378000,1
379000,1
380000,1
381000,1
382000,1
383000,1
384000,1
385000,1
386000,1
387000,1
388000,1
389000,1
390000,1
391000,1
392000,1
393000,1
394000,1
395000,1
396000,1
397000,1
398000,1
399000,1
400000,1
401000,1
402000,1
403000,1
404000,1
405000,1
406000,1
407000,1
408000,1
409000,1
410000,1
411000,1
412000,1
413000,1
414000,1
415000,1
416000,1
417000,1
418000,1
419000,1
420000,1
421000,1
422000,1
423000,1
424000,1
425000,1
426000,1
427000,1
428000,1
429000,1
430000,1
431000,1
432000,1
433000,1
434000,1
435000,1
436000,1
437000,1
438000,1
439000,1
440000,1
441000,1
442000,1
443000,1
444000,1
445000,1
446000,1
447000,1
448000,1
449000,1
450000,1
451000,1
452000,1
453000,1
454000,1
455000,1
456000,1
457000,1
458000,1
459000,1
460000,1
461000,1
462000,1
463000,1
464000,1
465000,1
466000,1
467000,1
468000,1
469000,1
470000,1
471000,1
472000,1
473000,1
474000,1
475000,1
476000,1
477000,1
478000,1
479000,1
480000,1
481000,1
482000,1
483000,1
484000,1
485000,1
486000,1
487000,1
488000,1
489000,1
490000,1
491000,1
492000,1
493000,1
494000,1
495000,1
496000,1
497000,1
498000,1
499000,1
500000,1
