Iteration,Penalty
0,868
1000,333
2000,281
3000,281
4000,281
5000,281
6000,281
7000,281
8000,254
9000,254
10000,254
11000,254
12000,254
13000,254
14000,254
15000,254
16000,254
17000,254
18000,254
19000,254
20000,254
21000,254
22000,254
23000,254
24000,254
25000,254
26000,252
27000,252
28000,252
29000,252
30000,252
31000,252
32000,252
33000,252
34000,252
35000,235
36000,235
37000,235
38000,225
39000,225
40000,225
41000,206
42000,206
43000,189
44000,188
45000,161
46000,161
47000,159
48000,153
49000,140
50000,127
51000,106
52000,98
53000,74
54000,54
55000,50
56000,43
57000,38
58000,34
59000,28
60000,20
61000,17
62000,15
63000,11
64000,9
65000,8
66000,8
67000,8
68000,8
69000,8
70000,7
71000,7
72000,6
73000,6
74000,6
75000,4
76000,4
77000,4
78000,4
79000,4
80000,3
81000,3
82000,3
83000,3
84000,3
85000,3
86000,3
87000,3
88000,3
89000,3
90000,3
91000,2
92000,2
93000,2
94000,2
95000,2
96000,2
97000,2
98000,2
99000,2
100000,2
101000,2
102000,2
103000,2
104000,2
105000,2
106000,2
107000,2
108000,2
109000,2
110000,2
111000,2
112000,2
113000,2
114000,2
115000,2
116000,2
117000,2
118000,2
119000,2
120000,2
121000,2
122000,2
123000,2
124000,2
125000,2
126000,2
127000,2
128000,2
129000,2
130000,2
131000,2
132000,2
133000,2
134000,2
135000,2
136000,2
137000,2
138000,2
139000,2
140000,2
141000,2
142000,2
143000,2
144000,2
145000,2
146000,2
147000,2
148000,2
149000,2
150000,2
151000,2
152000,2
153000,2
154000,2
155000,2
156000,2
157000,2
158000,2
159000,2
160000,2
161000,2
162000,2
163000,2
164000,2
165000,2
166000,2
167000,2
168000,2
169000,2
170000,2
171000,2
172000,2
173000,2
174000,2
175000,2
176000,2
177000,2
178000,2
179000,2
180000,2
181000,2
182000,2
183000,2
184000,2
185000,2
186000,2
187000,2
188000,2
189000,2
190000,2
191000,2
192000,2
193000,2
194000,2
195000,2
196000,2
197000,2
198000,2
199000,2
200000,2
201000,2
202000,2
203000,2
204000,2
205000,2
206000,2
207000,2
208000,2
209000,2
210000,2
211000,2
212000,2
213000,2
214000,2
215000,2
216000,2
217000,2
218000,2
219000,2
220000,2
221000,2
222000,2
223000,2
224000,2
225000,2
226000,2
227000,2
228000,2
229000,2
230000,2
231000,2
232000,2
233000,2
234000,2
235000,2
236000,2
237000,2
238000,2
239000,2
240000,2
241000,2
242000,2
243000,2
244000,2
245000,2
246000,2
247000,2
248000,2
249000,2
250000,2
251000,2
252000,2
253000,2
254000,2
255000,2
256000,2
257000,2
258000,2
259000,2
260000,2
261000,2
262000,2
263000,2
264000,2
265000,2
266000,2
267000,2
268000,2
269000,2
270000,2
271000,2
272000,2
273000,2
274000,2
275000,2
276000,2
277000,2
278000,2
279000,2
280000,2
281000,2
282000,2
283000,2
284000,2
285000,2
286000,2
287000,2
288000,2
289000,2
290000,2
291000,2
292000,2
293000,2
294000,2
295000,2
296000,2
297000,2
298000,2
299000,2
300000,2
301000,2
302000,2
303000,2
304000,2
305000,2
306000,2
307000,2
308000,2
309000,2
310000,2
311000,2
312000,2
313000,2
314000,2
315000,2
316000,2
317000,2
318000,2
319000,2
320000,2
321000,2
322000,2
323000,2
324000,2
325000,2
326000,2
327000,2
328000,2
329000,2
330000,2
331000,2
332000,2
333000,2
334000,2
335000,2
336000,2
337000,2
338000,2
339000,2
340000,2
341000,2
342000,2
343000,2
344000,2
345000,2
346000,2
347000,2
348000,2
349000,2
350000,2
351000,2
352000,2
353000,2
354000,2
355000,2
356000,2
357000,2
358000,2
359000,2
360000,2
361000,2
362000,2
363000,2
364000,2
365000,2
366000,2
367000,2
368000,2
369000,2
370000,2
371000,2
372000,2
373000,2
374000,2
375000,2
376000,2
377000,2
378000,2
379000,2
380000,2
381000,2
382000,2
383000,2
384000,2
385000,2
386000,2
387000,1
388000,1
389000,1
390000,1
391000,1
392000,1
393000,1
394000,1
395000,1
396000,1
397000,1
398000,1
399000,1
400000,1
401000,1
402000,1
403000,1
404000,1
405000,1
406000,1
407000,1
408000,1
409000,1
410000,1
411000,1
412000,1
413000,1
414000,1
415000,1
416000,1
417000,1
418000,1
419000,1
420000,1
421000,1
422000,1
423000,1
424000,1
425000,1
426000,1
427000,1
428000,1
429000,1
430000,1
431000,1
432000,1
433000,1
434000,1
435000,1
436000,1
437000,1
438000,1
439000,1
440000,1
441000,1
442000,1
443000,1
444000,1
445000,1
446000,1
447000,1
448000,1
449000,1
450000,1
451000,1
452000,1
453000,1
454000,1
455000,1
456000,1
457000,1
458000,1
459000,1
460000,1
461000,1
462000,1
463000,1
464000,1
465000,1
466000,1
467000,1
468000,1
469000,1
470000,1
471000,1
472000,1
473000,1
474000,1
475000,1
476000,1
477000,1
478000,1
479000,1
480000,1
481000,1
482000,1
483000,1
484000,1
485000,1
486000,1
487000,1
488000,1
489000,1
490000,1
491000,1
492000,1
493000,1
494000,1
495000,1
496000,1
497000,1
498000,1
499000,1
500000,1
