Iteration,Penalty
0,852
1000,331
2000,294
3000,282
4000,264
5000,264
6000,264
7000,264
8000,264
9000,264
10000,264
11000,264
12000,264
13000,264
14000,264
15000,264
16000,264
17000,264
18000,264
19000,264
20000,264
21000,264
22000,264
23000,264
24000,264
25000,264
26000,264
27000,242
28000,242
29000,242
30000,242
31000,242
32000,242
33000,242
34000,242
35000,242
36000,242
37000,223
38000,223
39000,223
40000,213
41000,206
42000,206
43000,176
44000,175
45000,175
46000,170
47000,159
48000,140
49000,113
50000,105
51000,94
52000,88
53000,88
54000,69
55000,61
56000,51
57000,45
58000,36
59000,30
60000,23
61000,21
62000,21
63000,18
64000,18
65000,15
66000,13
67000,12
68000,11
69000,10
70000,10
71000,10
72000,9
73000,8
74000,8
75000,7
76000,7
77000,6
78000,4
79000,4
80000,4
81000,4
82000,4
83000,4
84000,4
85000,4
86000,4
87000,4
88000,4
89000,4
90000,4
91000,4
92000,4
93000,4
94000,3
95000,3
96000,2
97000,2
98000,2
99000,2
100000,2
101000,2
102000,2
103000,2
104000,2
105000,2
106000,2
107000,2
108000,2
109000,2
110000,2
111000,2
112000,2
113000,2
114000,2
115000,2
116000,2
117000,2
118000,2
119000,2
120000,2
121000,2
122000,2
123000,2
124000,2
125000,2
126000,2
127000,2
128000,2
129000,2
130000,2
131000,2
132000,2
133000,2
134000,2
135000,2
136000,2
137000,2
138000,2
139000,2
140000,2
141000,2
142000,2
143000,2
144000,2
145000,2
146000,2
147000,2
148000,2
149000,2
150000,2
151000,2
152000,2
153000,2
154000,2
155000,2
156000,2
157000,2
158000,2
159000,2
160000,2
161000,2
162000,2
163000,2
164000,2
165000,2
166000,2
167000,2
168000,2
169000,2
170000,2
171000,2
172000,2
173000,2
174000,2
175000,2
176000,2
177000,2
178000,2
179000,2
180000,2
181000,2
182000,2
183000,2
184000,2
185000,2
186000,2
187000,2
188000,2
189000,2
190000,2
191000,2
192000,2
193000,2
194000,2
195000,2
196000,2
197000,2
198000,2
199000,2
200000,2
201000,2
202000,2
203000,2
204000,2
205000,2
206000,2
207000,2
208000,2
209000,2
210000,2
211000,2
212000,2
213000,2
214000,2
215000,2
216000,2
217000,2
218000,2
219000,2
220000,2
221000,2
222000,2
223000,2
224000,2
225000,2
226000,2
227000,2
228000,2
229000,2
230000,2
231000,2
232000,2
233000,2
234000,2
235000,2
236000,2
237000,2
238000,2
239000,2
240000,2
241000,2
242000,2
243000,2
244000,2
245000,2
246000,2
247000,2
248000,2
249000,2
250000,2
251000,2
252000,2
253000,2
254000,2
255000,2
256000,2
257000,2
258000,2
259000,2
260000,2
261000,2
262000,2
263000,2
264000,2
265000,2
266000,2
267000,2
268000,2
269000,2
270000,2
271000,2
272000,2
273000,2
274000,2
275000,2
276000,2
277000,2
278000,2
279000,2
280000,2
281000,2
282000,2
283000,2
284000,2
285000,2
286000,2
287000,2
288000,2
289000,2
290000,2
291000,2
292000,2
293000,2
294000,2
295000,2
296000,2
297000,2
298000,2
299000,2
300000,2
301000,2
302000,2
303000,2
304000,2
305000,2
306000,2
307000,2
308000,2
309000,2
310000,2
311000,2
312000,2
313000,2
314000,2
315000,2
316000,2
317000,2
318000,2
319000,2
320000,2
321000,2
322000,2
323000,2
324000,2
325000,2
326000,2
327000,2
328000,2
329000,2
330000,2
331000,2
332000,2
333000,2
334000,2
335000,2
336000,2
337000,2
338000,2
339000,2
340000,2
341000,2
342000,2
343000,2
344000,2
345000,2
346000,2
347000,2
348000,2
349000,2
350000,2
351000,2
352000,2
353000,2
354000,2
355000,2
356000,2
357000,2
358000,2
359000,2
360000,2
361000,2
362000,2
363000,2
364000,2
365000,2
366000,2
367000,2
368000,2
369000,2
370000,2
371000,2
372000,2
373000,2
374000,2
375000,2
376000,2
377000,2
378000,2
379000,2
380000,2
381000,2
382000,2
383000,2
384000,2
385000,2
386000,2
387000,2
388000,2
389000,2
390000,2
391000,2
392000,2
393000,2
394000,2
395000,2
396000,2
397000,2
398000,2
399000,2
400000,1
401000,1
402000,1
403000,1
404000,1
405000,1
406000,1
407000,1
408000,1
409000,1
410000,1
411000,1
412000,1
413000,1
414000,1
415000,1
416000,1
417000,1
418000,1
419000,1
420000,1
421000,1
422000,1
423000,1
424000,1
425000,1
426000,1
427000,1
428000,1
429000,1
430000,1
431000,1
432000,1
433000,1
434000,1
435000,1
436000,1
437000,1
438000,1
439000,1
440000,1
441000,1
442000,1
443000,1
444000,1
445000,1
446000,1
447000,1
448000,1
449000,1
450000,1
451000,1
452000,1
453000,1
454000,1
455000,1
456000,1
457000,1
458000,1
459000,1
460000,1
461000,1
462000,1
463000,1
464000,1
465000,1
466000,1
467000,1
468000,1
469000,1
470000,1
471000,1
472000,1
473000,1
474000,1
475000,1
476000,1
477000,1
478000,1
479000,1
480000,1
481000,1
482000,1
483000,1
484000,1
485000,1
486000,1
487000,1
488000,1
489000,1
490000,1
491000,1
492000,1
493000,1
494000,1
495000,1
496000,1
497000,1
498000,1
499000,1
500000,1
