Iteration,Penalty
0,868
1000,331
2000,313
3000,293
4000,277
5000,277
6000,277
7000,277
8000,272
9000,259
10000,259
11000,259
12000,259
13000,259
14000,259
15000,259
16000,259
17000,259
18000,259
19000,259
20000,259
21000,259
22000,259
23000,259
24000,259
25000,254
26000,254
27000,254
28000,254
29000,254
30000,254
31000,254
32000,228
33000,228
34000,228
35000,228
36000,228
37000,228
38000,224
39000,221
40000,215
41000,194
42000,194
43000,188
44000,180
45000,169
46000,145
47000,137
48000,120
49000,110
50000,108
51000,96
52000,75
53000,57
54000,57
55000,55
56000,41
57000,36
58000,30
59000,25
60000,23
61000,18
62000,15
63000,11
64000,9
65000,9
66000,9
67000,8
68000,8
69000,7
70000,7
71000,7
72000,7
73000,7
74000,6
75000,6
76000,5
77000,5
78000,5
79000,5
80000,5
81000,5
82000,5
83000,5
84000,5
85000,4
86000,4
87000,4
88000,4
89000,4
90000,4
91000,4
92000,4
93000,4
94000,4
95000,4
96000,4
97000,4
98000,4
99000,4
100000,4
101000,4
102000,4
103000,4
104000,4
105000,4
106000,4
107000,4
108000,4
109000,4
110000,4
111000,4
112000,4
113000,4
114000,4
115000,4
116000,4
117000,4
118000,4
119000,4
120000,4
121000,4
122000,4
123000,4
124000,4
125000,4
126000,4
127000,4
128000,4
129000,4
130000,4
131000,4
132000,4
133000,4
134000,4
135000,4
136000,4
137000,4
138000,4
139000,4
140000,4
141000,4
142000,4
143000,4
144000,4
145000,4
146000,4
147000,4
148000,4
149000,4
150000,4
151000,4
152000,4
153000,4
154000,4
155000,4
156000,4
157000,4
158000,4
159000,4
160000,4
161000,4
162000,4
163000,3
164000,3
165000,3
166000,3
167000,3
168000,3
169000,3
170000,3
171000,3
172000,3
173000,3
174000,3
175000,3
176000,3
177000,3
178000,3
179000,3
180000,3
181000,3
182000,3
183000,3
184000,3
185000,3
186000,3
187000,3
188000,3
189000,3
190000,3
191000,3
192000,3
193000,2
194000,2
195000,2
196000,2
197000,2
198000,2
199000,2
200000,2
201000,2
202000,2
203000,2
204000,2
205000,2
206000,2
207000,2
208000,2
209000,2
210000,2
211000,2
212000,2
213000,2
214000,2
215000,2
216000,2
217000,2
218000,2
219000,2
220000,2
221000,2
222000,2
223000,2
224000,2
225000,2
226000,2
227000,2
228000,2
229000,2
230000,2
231000,2
232000,2
233000,2
234000,2
235000,2
236000,2
237000,2
238000,2
239000,2
240000,2
241000,2
242000,2
243000,2
244000,2
245000,2
246000,2
247000,2
248000,2
249000,2
250000,2
251000,2
252000,2
253000,2
254000,2
255000,2
256000,2
257000,2
258000,2
259000,2
260000,2
261000,2
262000,2
263000,2
264000,2
265000,2
266000,2
267000,2
268000,2
269000,2
270000,2
271000,2
272000,2
273000,2
274000,2
275000,2
276000,2
277000,2
278000,2
279000,2
280000,2
281000,2
282000,2
283000,2
284000,2
285000,2
286000,2
287000,2
288000,2
289000,2
290000,2
291000,2
292000,2
293000,2
294000,2
295000,2
296000,2
297000,2
298000,2
299000,2
300000,2
301000,2
302000,2
303000,2
304000,2
305000,2
306000,2
307000,2
308000,2
309000,2
310000,2
311000,2
312000,2
313000,2
314000,2
315000,2
316000,2
317000,2
318000,2
319000,2
320000,2
321000,2
322000,2
323000,2
324000,2
325000,2
326000,2
327000,2
328000,2
329000,2
330000,2
331000,2
332000,2
333000,2
334000,2
335000,2
336000,2
337000,2
338000,2
339000,2
340000,2
341000,2
342000,2
343000,2
344000,2
345000,2
346000,2
347000,2
348000,2
349000,2
350000,2
351000,2
352000,2
353000,2
354000,2
355000,2
356000,2
357000,2
358000,2
359000,2
360000,2
361000,2
362000,2
363000,2
364000,2
365000,2
366000,2
367000,2
368000,2
369000,2
370000,2
371000,2
372000,2
373000,2
374000,2
375000,2
376000,2
377000,2
378000,2
379000,2
380000,2
381000,2
382000,2
383000,2
384000,2
385000,2
386000,2
387000,2
388000,2
389000,2
390000,2
391000,2
392000,2
393000,2
394000,2
395000,2
396000,2
397000,2
398000,2
399000,2
400000,2
401000,2
402000,2
403000,2
404000,2
405000,2
406000,2
407000,2
408000,2
409000,2
410000,2
411000,2
412000,2
413000,2
414000,2
415000,2
416000,2
417000,2
418000,2
419000,2
420000,2
421000,2
422000,2
423000,2
424000,2
425000,2
426000,2
427000,2
428000,2
429000,2
430000,2
431000,2
432000,2
433000,2
434000,2
435000,2
436000,2
437000,2
438000,2
439000,2
440000,2
441000,2
442000,2
443000,2
444000,2
445000,2
446000,2
447000,2
448000,2
449000,2
450000,2
451000,2
452000,2
453000,2
454000,2
455000,2
456000,2
457000,2
458000,2
459000,2
460000,2
461000,2
462000,2
463000,2
464000,2
465000,2
466000,2
467000,2
468000,2
469000,2
470000,2
471000,2
472000,2
473000,2
474000,2
475000,2
476000,2
477000,2
478000,2
479000,2
480000,2
481000,2
482000,2
483000,2
484000,2
485000,2
486000,2
487000,2
488000,2
489000,2
490000,2
491000,2
492000,2
493000,2
494000,2
495000,2
496000,2
497000,2
498000,2
499000,2
500000,2
