Iteration,Penalty
0,816
1000,294
2000,289
3000,284
4000,284
5000,284
6000,284
7000,283
8000,283
9000,283
10000,283
11000,283
12000,283
13000,283
14000,270
15000,270
16000,270
17000,270
18000,270
19000,270
20000,270
21000,270
22000,270
23000,270
24000,270
25000,270
26000,270
27000,270
28000,270
29000,270
30000,254
31000,254
32000,254
33000,237
34000,234
35000,234
36000,225
37000,225
38000,225
39000,211
40000,211
41000,211
42000,199
43000,190
44000,169
45000,169
46000,164
47000,132
48000,132
49000,116
50000,116
51000,104
52000,83
53000,72
54000,61
55000,53
56000,38
57000,28
58000,22
59000,22
60000,19
61000,15
62000,10
63000,8
64000,8
65000,8
66000,5
67000,5
68000,5
69000,5
70000,4
71000,4
72000,4
73000,4
74000,4
75000,4
76000,4
77000,4
78000,4
79000,4
80000,4
81000,3
82000,3
83000,3
84000,3
85000,3
86000,3
87000,3
88000,3
89000,3
90000,3
91000,3
92000,3
93000,3
94000,3
95000,3
96000,3
97000,3
98000,3
99000,3
100000,3
101000,3
102000,3
103000,3
104000,3
105000,3
106000,3
107000,3
108000,3
109000,3
110000,3
111000,3
112000,3
113000,3
114000,3
115000,3
116000,3
117000,3
118000,3
119000,3
120000,3
121000,3
122000,3
123000,3
124000,3
125000,3
126000,3
127000,3
128000,3
129000,3
130000,3
131000,3
132000,3
133000,3
134000,3
135000,3
136000,3
137000,3
138000,3
139000,3
140000,3
141000,3
142000,3
143000,3
144000,3
145000,3
146000,3
147000,3
148000,3
149000,3
150000,3
151000,3
152000,3
153000,3
154000,3
155000,3
156000,3
157000,3
158000,3
159000,3
160000,3
161000,3
162000,3
163000,3
164000,3
165000,3
166000,3
167000,3
168000,3
169000,3
170000,3
171000,3
172000,3
173000,3
174000,3
175000,3
176000,3
177000,3
178000,3
179000,3
180000,3
181000,3
182000,3
183000,3
184000,3
185000,3
186000,3
187000,3
188000,3
189000,3
190000,3
191000,3
192000,3
193000,3
194000,3
195000,3
196000,3
197000,3
198000,3
199000,3
200000,3
201000,3
202000,3
203000,3
204000,3
205000,3
206000,3
207000,3
208000,3
209000,3
210000,3
211000,3
212000,3
213000,3
214000,3
215000,3
216000,3
217000,3
218000,3
219000,3
220000,3
221000,3
222000,3
223000,3
224000,3
225000,3
226000,3
227000,3
228000,3
229000,2
230000,2
231000,2
232000,2
233000,2
234000,2
235000,2
236000,2
237000,2
238000,2
239000,2
240000,2
241000,2
242000,2
243000,2
244000,2
245000,2
246000,2
247000,2
248000,2
249000,2
250000,2
251000,2
252000,2
253000,2
254000,2
255000,2
256000,2
257000,2
258000,2
259000,2
260000,2
261000,2
262000,2
263000,2
264000,2
265000,2
266000,2
267000,2
268000,2
269000,2
270000,2
271000,2
272000,2
273000,2
274000,2
275000,2
276000,2
277000,2
278000,2
279000,2
280000,2
281000,2
282000,2
283000,2
284000,2
285000,2
286000,2
287000,2
288000,2
289000,2
290000,2
291000,2
292000,2
293000,2
294000,2
295000,2
296000,2
297000,2
298000,2
299000,2
300000,2
301000,2
302000,2
303000,2
304000,2
305000,2
306000,2
307000,2
308000,2
309000,2
310000,2
311000,2
312000,2
313000,2
314000,2
315000,2
316000,2
317000,2
318000,2
319000,2
320000,2
321000,2
322000,2
323000,2
324000,2
325000,2
326000,2
327000,2
328000,2
329000,2
330000,2
331000,2
332000,2
333000,2
334000,2
335000,2
336000,2
337000,2
338000,2
339000,2
340000,2
341000,2
342000,2
343000,2
344000,2
345000,2
346000,2
347000,2
348000,2
349000,2
350000,2
351000,2
352000,2
353000,2
354000,2
355000,2
356000,2
357000,2
358000,2
359000,2
360000,2
361000,2
362000,2
363000,2
364000,2
365000,2
366000,2
367000,2
368000,2
369000,2
370000,2
371000,2
372000,2
373000,2
374000,2
375000,2
376000,2
377000,2
378000,2
379000,2
380000,2
381000,2
382000,2
383000,2
384000,2
385000,2
386000,2
387000,2
388000,2
389000,2
390000,2
391000,2
392000,2
393000,2
394000,2
395000,2
396000,2
397000,2
398000,2
399000,2
400000,2
401000,2
402000,2
403000,2
404000,2
405000,2
406000,2
407000,2
408000,2
409000,2
410000,2
411000,2
412000,2
413000,2
414000,2
415000,2
416000,2
417000,2
418000,2
419000,2
420000,2
421000,2
422000,2
423000,2
424000,2
425000,2
426000,2
427000,2
428000,2
429000,2
430000,2
431000,2
432000,2
433000,2
434000,2
435000,2
436000,2
437000,2
438000,2
439000,2
440000,2
441000,2
442000,2
443000,2
444000,2
445000,2
446000,2
447000,2
448000,2
449000,2
450000,2
451000,2
452000,2
453000,2
454000,2
455000,2
456000,2
457000,2
458000,2
459000,2
460000,2
461000,2
462000,2
463000,2
464000,2
465000,2
466000,2
467000,2
468000,2
469000,2
470000,2
471000,2
472000,2
473000,2
474000,2
475000,2
476000,2
477000,2
478000,2
479000,2
480000,2
481000,2
482000,2
483000,2
484000,2
485000,2
486000,2
487000,2
488000,2
489000,2
490000,2
491000,2
492000,2
493000,2
494000,2
495000,2
496000,2
497000,2
498000,2
499000,2
500000,2
