Iteration,Penalty
0,827
1000,304
2000,301
3000,295
4000,275
5000,275
6000,272
7000,271
8000,265
9000,265
10000,265
11000,265
12000,265
13000,265
14000,265
15000,265
16000,265
17000,265
18000,265
19000,265
20000,265
21000,265
22000,265
23000,261
24000,261
25000,261
26000,245
27000,245
28000,245
29000,245
30000,245
31000,245
32000,245
33000,244
34000,231
35000,231
36000,231
37000,221
38000,215
39000,215
40000,215
41000,215
42000,208
43000,195
44000,185
45000,171
46000,171
47000,137
48000,137
49000,126
50000,109
51000,91
52000,83
53000,73
54000,68
55000,56
56000,43
57000,33
58000,27
59000,26
60000,23
61000,18
62000,15
63000,12
64000,9
65000,8
66000,7
67000,5
68000,4
69000,3
70000,3
71000,3
72000,3
73000,3
74000,3
75000,3
76000,3
77000,3
78000,2
79000,2
80000,2
81000,2
82000,2
83000,2
84000,2
85000,2
86000,2
87000,2
88000,2
89000,2
90000,2
91000,2
92000,2
93000,2
94000,2
95000,2
96000,2
97000,2
98000,2
99000,2
100000,2
101000,2
102000,2
103000,2
104000,2
105000,2
106000,2
107000,2
108000,2
109000,2
110000,2
111000,2
112000,2
113000,2
114000,2
115000,2
116000,2
117000,2
118000,2
119000,2
120000,2
121000,2
122000,2
123000,2
124000,2
125000,2
126000,2
127000,2
128000,2
129000,2
130000,2
131000,2
132000,2
133000,2
134000,2
135000,2
136000,2
137000,2
138000,2
139000,2
140000,2
141000,2
142000,2
143000,2
144000,2
145000,2
146000,2
147000,2
148000,2
149000,2
150000,2
151000,2
152000,2
153000,2
154000,2
155000,2
156000,2
157000,2
158000,2
159000,2
160000,2
161000,2
162000,2
163000,2
164000,2
165000,2
166000,2
167000,2
168000,2
169000,2
170000,2
171000,2
172000,2
173000,2
174000,2
175000,2
176000,2
177000,2
178000,2
179000,2
180000,2
181000,2
182000,2
183000,2
184000,2
185000,2
186000,2
187000,2
188000,2
189000,2
190000,2
191000,2
192000,2
193000,2
194000,2
195000,2
196000,2
197000,2
198000,2
199000,2
200000,2
201000,2
202000,2
203000,2
204000,2
205000,2
206000,2
207000,2
208000,2
209000,2
210000,2
211000,2
212000,2
213000,2
214000,2
215000,2
216000,2
217000,2
218000,2
219000,2
220000,2
221000,2
222000,2
223000,2
224000,2
225000,2
226000,2
227000,2
228000,2
229000,2
230000,2
231000,2
232000,2
233000,2
234000,2
235000,2
236000,2
237000,2
238000,2
239000,2
240000,2
241000,2
242000,2
243000,2
244000,2
245000,2
246000,2
247000,2
248000,2
249000,2
250000,2
251000,2
252000,2
253000,2
254000,2
255000,2
256000,2
257000,2
258000,2
259000,2
260000,2
261000,2
262000,2
263000,2
264000,2
265000,2
266000,2
267000,2
268000,2
269000,2
270000,2
271000,2
272000,2
273000,2
274000,2
275000,2
276000,2
277000,2
278000,2
279000,2
280000,2
281000,2
282000,2
283000,2
284000,1
285000,1
286000,1
287000,1
288000,1
289000,1
290000,1
291000,1
292000,1
293000,1
294000,1
295000,1
296000,1
297000,1
298000,1
299000,1
300000,1
301000,1
302000,1
303000,1
304000,1
305000,1
306000,1
307000,1
308000,1
309000,1
310000,1
311000,1
312000,1
313000,1
314000,1
315000,1
316000,1
317000,1
318000,1
319000,1
320000,1
321000,1
322000,1
323000,1
324000,1
325000,1
326000,1
327000,1
328000,1
329000,1
330000,1
331000,1
332000,1
333000,1
334000,1
335000,1
336000,1
337000,1
338000,1
339000,1
340000,1
341000,1
342000,1
343000,1
344000,1
345000,1
346000,1
347000,1
348000,1
349000,1
350000,1
351000,1
352000,1
353000,1
354000,1
355000,1
356000,1
357000,1
358000,1
359000,1
360000,1
361000,1
362000,1
363000,1
364000,1
365000,1
366000,1
367000,1
368000,1
369000,1
370000,1
371000,1
372000,1
373000,1
374000,1
375000,1
376000,1
377000,1
378000,1
379000,1
380000,1
381000,1
382000,1
383000,1
384000,1
385000,1
386000,1
387000,1
388000,1
389000,1
390000,1
391000,1
392000,1
393000,1
394000,1
395000,1
396000,1
397000,1
398000,1
399000,1
400000,1
401000,1
402000,1
403000,1
404000,1
405000,1
406000,1
407000,1
408000,1
409000,1
410000,1
411000,1
412000,1
413000,1
414000,1
415000,1
416000,1
417000,1
418000,1
419000,1
420000,1
421000,1
422000,1
423000,1
424000,1
425000,1
426000,1
427000,1
428000,1
429000,1
430000,1
431000,1
432000,1
433000,1
434000,1
435000,1
436000,1
437000,1
438000,1
439000,1
440000,1
441000,1
442000,1
443000,1
444000,1
445000,1
446000,1
447000,1
448000,1
449000,1
450000,1
451000,1
452000,1
453000,1
454000,1
455000,1
456000,1
457000,1
458000,1
459000,1
460000,1
461000,1
462000,1
463000,1
464000,1
465000,1
466000,1
467000,1
468000,1
469000,1
470000,1
471000,1
472000,1
473000,1
474000,1
475000,1
476000,1
477000,1
478000,1
479000,1
480000,1
481000,1
482000,1
483000,1
484000,1
485000,1
486000,1
487000,1
488000,1
489000,1
490000,1
491000,1
492000,1
493000,1
494000,1
495000,1
496000,1
497000,1
498000,1
499000,1
500000,1
