Iteration,Penalty
0,850
1000,312
2000,298
3000,272
4000,268
5000,268
6000,268
7000,268
8000,268
9000,268
10000,268
11000,268
12000,268
13000,268
14000,268
15000,268
16000,268
17000,268
18000,265
19000,265
20000,265
21000,265
22000,265
23000,258
24000,258
25000,258
26000,258
27000,258
28000,258
29000,258
30000,258
31000,258
32000,258
33000,251
34000,250
35000,246
36000,246
37000,246
38000,233
39000,222
40000,209
41000,209
42000,206
43000,197
44000,182
45000,161
46000,156
47000,154
48000,146
49000,118
50000,110
51000,101
52000,79
53000,72
54000,63
55000,50
56000,38
57000,30
58000,23
59000,23
60000,19
61000,15
62000,12
63000,10
64000,9
65000,8
66000,5
67000,4
68000,4
69000,4
70000,4
71000,4
72000,4
73000,4
74000,4
75000,4
76000,4
77000,4
78000,4
79000,3
80000,3
81000,3
82000,3
83000,3
84000,3
85000,3
86000,3
87000,2
88000,2
89000,2
90000,2
91000,2
92000,2
93000,2
94000,2
95000,2
96000,2
97000,2
98000,2
99000,2
100000,2
101000,2
102000,2
103000,2
104000,2
105000,2
106000,2
107000,2
108000,2
109000,2
110000,2
111000,2
112000,2
113000,2
114000,2
115000,2
116000,2
117000,2
118000,2
119000,2
120000,2
121000,2
122000,2
123000,2
124000,2
125000,2
126000,2
127000,2
128000,2
129000,2
130000,2
131000,2
132000,2
133000,2
134000,2
135000,2
136000,2
137000,2
138000,2
139000,2
140000,2
141000,2
142000,2
143000,2
144000,2
145000,2
146000,2
147000,2
148000,2
149000,2
150000,2
151000,2
152000,2
153000,2
154000,2
155000,2
156000,2
157000,2
158000,2
159000,2
160000,2
161000,2
162000,2
163000,2
164000,2
165000,2
166000,2
167000,2
168000,2
169000,2
170000,2
171000,2
172000,2
173000,2
174000,2
175000,2
176000,2
177000,2
178000,2
179000,2
180000,2
181000,2
182000,2
183000,2
184000,2
185000,2
186000,2
187000,2
188000,2
189000,2
190000,2
191000,2
192000,2
193000,2
194000,2
195000,2
196000,2
197000,2
198000,2
199000,2
200000,2
201000,2
202000,2
203000,2
204000,2
205000,2
206000,2
207000,2
208000,2
209000,2
210000,2
211000,2
212000,2
213000,2
214000,2
215000,2
216000,2
217000,2
218000,2
219000,2
220000,2
221000,2
222000,2
223000,2
224000,2
225000,2
226000,2
227000,2
228000,2
229000,2
230000,2
231000,2
232000,2
233000,2
234000,2
235000,2
236000,2
237000,2
238000,2
239000,2
240000,2
241000,2
242000,2
243000,2
244000,2
245000,2
246000,2
247000,1
500000,0
